Date,Open,High,Low,Close,Volume,Adj Close
2015-07-09,523.119995,523.77002,520.349976,520.679993,1839400,520.679993
2015-07-08,521.049988,522.734009,516.109985,516.830017,1264600,516.830017
2015-07-07,523.130005,526.179993,515.179993,525.02002,1595700,525.02002
2015-07-06,519.50,525.25,519.00,522.859985,1276500,522.859985
